ProductID,Name,Winery,WineType,Year,Price,Region,Country,Rating,NumberOfRatings
p010944,Baron Nathaniel Pauillac 2016,Baron Philippe de Rothschild,Red Wine,2016,$28.08,Pauillac,,,
p010945,Chardonnay Bourgogne 2015,Ropiteau Freres,White Wine,2015,$15.95,Bourgogne,,,
p010946,Zogo 2017,Paladin,Red Wine,2017,$7.6,Terre Siciliane,,,
p010947,Chardonnay - Terret 2018,Josselin,White Wine,2018,$8.67,Pays d'Oc,,,
p010948,Saint-Julien (Grand Cru Classé) 2014,Château Gruaud Larose,Red Wine,2014,$68.04,Saint-Julien,,,
p010949,Valpolicella Ripasso 2016,Corte Giara,Red Wine,2016,$11.7,Valpolicella Ripasso,,,
p010950,Legato Merlot - Cabernet Sauvignon 2017,Anura,Red Wine,2017,$11.6,Stellenbosch,,,
p010951,Laumersheimer Kapellenberg Trocken Riesling 2018,Knipser,White Wine,2018,$11.65,Pfalz,,,
p010952,Esprit de Crès Ricards Viognier 2016,Domaine des Crès Ricards,White Wine,2016,$7.28,Pays d'Oc,,,
p010953,Melodias Winemaker Selection Malbec 2018,Trapiche,Red Wine,2018,$7.45,Mendoza,,,
p010954,Vintage Chardonnay 2007,Raumland,Sparkling Wine,2007,$70.18,Rheinhessen,,,
p010955,Les Terroirs Saint-Chinian 2015,Calmel & Joseph,Red Wine,2015,$7.75,Saint-Chinian,,,
p010956,Oranžista 2017,Slobodné Vinárstvo,White Wine,2017,$19.9,Slovakia,,,
p010957,Pétalos 2018,Descendientes de J. Palacios,Red Wine,2018,$15.18,Bierzo,,,
p010958,Montepulciano d'Abruzzo 2013,Collefrisio,Red Wine,2013,$13.95,Montepulciano d'Abruzzo,,,
p010959,Millesimé Extra Brut Champagne 2013,Leclerc Briant,Sparkling Wine,2013,$60.2,Champagne,,,
p010960,Pecunia 12 Meses 2013,Campos Goticos,Red Wine,2013,$12.1,Ribera del Duero,,,
p010961,Bourgogne Chardonnay 2017,Laroche,White Wine,2017,$13.58,Bourgogne,,,
p010962,Rouge (Gaston Hochar) 2011,Château Musar,Red Wine,2011,$46.3,Bekaa Valley,,,
p010963,Chablis 'Champ des Ducs' 2018,Alain Geoffroy,White Wine,2018,$18.03,Chablis,,,
p010964,Terresinis 2018,Vernaccia Oristano,White Wine,2018,$7.35,Valle del Tirso,,,
p010965,Weissburgunder Trocken 2017,Winzervereinigung Freyburg-Unstrut,White Wine,2017,$9.72,Saale-Unstrut,,,
p010966,Grüner Veltliner 2019,Loimer,White Wine,2019,$9.44,Kamptal,,,
p010967,La Capra Pinotage 2017,Fairview,Red Wine,2017,$10.51,Paarl,,,
p010968,Semis Bianco 2015,Collefrisio,White Wine,2015,$29.95,Abruzzo,,,
p010969,Sauvignon Blanc 2017,Cederberg,White Wine,2017,$16.62,Citrusdal Mountain,,,
p010970,Roero Pradalupo Arneis 2018,Fontanafredda,White Wine,2018,$10.93,Roero,,,
p010971,Burgberg Riesling GG 2015,Diel,White Wine,2015,$42.0,Nahe,,,
p010972,Gemischter Satz 2017,Bernhard Ott,White Wine,2017,$11.02,Wiener Gemischter Satz,,,
p010973,Chardonnay 2019,Terlan (Terlano),White Wine,2019,$10.85,Südtirol - Alto Adige,,,
p010974,Shiraz - Cabernet 2018,Rawson's Retreat,Red Wine,2018,$7.31,South Eastern Australia,,,
p010975,Palmenti Negroamaro Salento Vigne Vecchie 2016,Masseria Pietrosa,Red Wine,2016,$27.78,Salento,,,
p010976,Margaux (Grand Cru Classé) 2015,Château d'Issan,Red Wine,2015,$65.95,Margaux,,,
p010977,Since 1974 Primitivo di Manduria Limited Platinum Edition 2016,Emera,Red Wine,2016,$53.35,Primitivo di Manduria,,,
p010978,Saint-Julien (Grand Cru Classé) 2003,Château Léoville Las Cases,Red Wine,2003,$219.33,Saint-Julien,,,
p010979,Châteauneuf-du-Pape Chaupin 2010,Domaine de la Janasse,Red Wine,2010,$98.0,Châteauneuf-du-Pape,,,
p010980,Reserve Cabernet Sauvignon 2010,Robert Mondavi,Red Wine,2010,$90.47,Oakville,,,
p010981,Primitivo 2018,Feudo Croce,Red Wine,2018,$9.95,Salento,,,
p010982,Forte Alto Pinot Grigio 2019,Mezzacorona,White Wine,2019,$4.4,Vigneti delle Dolomiti,,,
p010983,Lugana Brut N.V.,Pasini San Giovanni,Sparkling Wine,N.V.,$19.03,Lugana,,,
p010984,Cabernet Sauvignon 2018,Valdivieso,Red Wine,2018,$7.6,Central Valley,,,
p010985,Pessac-Léognan 2014,Château Haut-Bailly,Red Wine,2014,$82.37,Pessac-Léognan,,,
p010986,Blanco 2018,La Boscana,White Wine,2018,$8.19,Costers del Segre,,,
p010987,Riesling Auslese Westhofen Morstein 2015,Keller,White Wine,2015,$35.0,Rheinhessen,,,
p010988,Pinot Grigio 2018,Sturm,White Wine,2018,$14.43,Friuli-Venezia Giulia,,,
p010989,Barolo Percristina 2006,Domenico Clerico,Red Wine,2006,$111.55,Barolo,,,
p010990,Rosso di Montalcino 2016,Poggio Landi,Red Wine,2016,$14.9,Rosso di Montalcino,,,
p010991,Cuveé Salome Brut N.V.,Friedrich Becker,Sparkling Wine,N.V.,$19.49,Pfalz,,,
p010992,Bin 3 Merlot - Cabernet Sauvignon 2017,Kaapzicht,Red Wine,2017,$10.95,Stellenbosch,,,
p010993,Terroir Selection Malbec 2017,Alta Vista,Red Wine,2017,$20.5,Uco Valley,,,
p010994,Tavedo Douro 2016,Burmester,Red Wine,2016,$8.33,Douro,,,
p010995,Alpberg Pinot Noir 2017,Hauksson,Red Wine,2017,$36.9,Aargau,,,
p010996,Special Cuvée Sauvignon Blanc 2019,Springfield Estate,White Wine,2019,$12.89,Robertson,,,
p010997,Single Vineyard Cabernet Franc 2015,Valdivieso,Red Wine,2015,$16.38,Colchagua Valley,,,
p010998,Barón de Chirel Rioja Reserva 2014,Marqués de Riscal,Red Wine,2014,$84.11,Rioja,,,
p010999,Reserve Cabernet Sauvignon 2014,Anura,Red Wine,2014,$16.6,Stellenbosch,,,
p011000,El Viejo 2017,Matsu,Red Wine,2017,$28.3,Toro,,,
p011001,Reméage Blanc 2018,Les Vins de Vienne - Cuilleron-Gaillard-Villard,White Wine,2018,$9.5,Vin de France,,,
p011002,Wiener Gemischter Satz 2018,Wieninger,White Wine,2018,$10.9,Wiener Gemischter Satz,,,
p011003,Frizzante Rosè N.V.,Villa Teresa,Sparkling Wine,N.V.,$7.2,Veneto,,,
p011004,Pinot Noir 2017,The Ned,Red Wine,2017,$15.59,Marlborough,,,
p011005,Brunello di Montalcino 2014,Cantine Luciani,Red Wine,2014,$17.45,Brunello di Montalcino,,,
p011006,Chablis 2016,Christian Moreau Pere & Fils,White Wine,2016,$23.0,Chablis,,,
p011007,Sauvignon Blanc 2018,Knewitz,White Wine,2018,$10.88,Rheinhessen,,,
p011008,Kurni Marche 2017,Oasi degli Angeli,Red Wine,2017,$106.6,Marche,,,
p011009,TD9 2017,Shafer,Red Wine,2017,$65.0,Napa Valley,,,
p011010,Morellino di Scansano Riserva 2016,Fattoria le Pupille,Red Wine,2016,$15.04,Morellino di Scansano,,,
p011011,Riesling Alsace Grand Cru 'Geisberg' 2013,Trimbach,White Wine,2013,$71.39,Alsace Grand Cru 'Geisberg',,,
p011012,S'Elegas Nuragus di Cagliari 2016,Argiolas,White Wine,2016,$7.25,Nuragus di Cagliari,,,
p011013,Ermitage Le Pavillon 2000,M. Chapoutier,Red Wine,2000,$419.95,Hermitage,,,
p011014,Margaux (Grand Cru Classé) 2008,Château Cantenac Brown,Red Wine,2008,$68.55,Margaux,,,
p011015,St. Andrews Chardonnay 2017,Taylors / Wakefield,White Wine,2017,$20.0,Clare Valley,,,
p011016,Bonne Pioche Pic-Saint-Loup 2013,Clavel,Red Wine,2013,$12.5,Pic-Saint-Loup,,,
p011017,Côtes de Bordeaux 2016,Satellite Wines,Red Wine,2016,$16.62,Côtes de Bordeaux,,,
p011018,Délicate N.V.,De Toren,Red Wine,N.V.,$14.38,Stellenbosch,,,
p011019,Evento 2005,Castillo de Mendoza,Red Wine,2005,$27.5,Rioja,,,
p011020,Forster U 500 Riesling 2013,Von Winning,White Wine,2013,$45.95,Pfalz,,,
p011021,Petit Chablis 2017,Château de Chemilly,White Wine,2017,$13.9,Petit Chablis,,,
p011022,Lytton Springs 2016,Ridge Vineyards,Red Wine,2016,$41.85,Dry Creek Valley,,,
p011023,Barrica Tinto (Monastrell - Syrah) 2017,Barahonda,Red Wine,2017,$7.75,Yecla,,,
p011024,White 2018,Prayers Of Sinners & Saints,White Wine,2018,$9.49,Washington,,,
p011025,Carte d'Or Demi-Sec Champagne N.V.,Drappier,Sparkling Wine,N.V.,$29.89,Champagne,,,
p011026,La Marchesana Primitivo 2018,Polvanera,Red Wine,2018,$7.9,Puglia,,,
p011027,Don Maximiano Founder's Reserve 2011,Errazuriz,Red Wine,2011,$77.01,Aconcagua Valley,,,
p011028,de Vite 2019,J. Hofstätter,White Wine,2019,$11.16,Vigneti delle Dolomiti,,,
p011029,Ried Scheibner Pinot Noir 2016,Markowitsch,Red Wine,2016,$29.15,Carnuntum,,,
p011030,Cabernet Sauvignon 2018,Drostdy-Hof,Red Wine,2018,$5.75,Stellenbosch,,,
p011031,Zweigelt 2018,Hannes Reeh,Red Wine,2018,$8.5,Neusiedlersee,,,
p011032,Merlot - Syrah 2018,Domaine du Mage,Red Wine,2018,$5.95,Côtes de Gascogne,,,
p011033,Bärba Cesco Barbera d'Alba Superiore 2015,Elio Filippino,Red Wine,2015,$21.66,Barbera d'Alba,,,
p011034,Mosaico Bolgheri 2011,Casa di Terra,Red Wine,2011,$24.27,Bolgheri,,,
p011035,Gran Reserva Cabernet Sauvignon 2017,Santa Ema,Red Wine,2017,$9.5,Maipo Valley,,,
p011036,Ansela van de Caab 2016,Muratie,Red Wine,2016,$16.88,Stellenbosch,,,
p011037,Saint-Émilion Grand Cru 2005,Lynsolence,Red Wine,2005,$58.95,Saint-Émilion Grand Cru,,,
p011038,Brolese Franciacorta Extra Brut Rosé N.V.,Villa Crespia,Sparkling Wine,N.V.,$16.99,Franciacorta,,,
p011039,RWT Shiraz 2017,Penfolds,Red Wine,2017,$229.0,Barossa Valley,,,
p011040,Petit Verdot 2016,Château Belle-Vue,Red Wine,2016,$29.15,Bordeaux,,,
p011041,Reserva 2016,Bodega de Bardos,Red Wine,2016,$14.85,Ribera del Duero,,,
p011042,Shiraz 2018,Deakin Estate,Red Wine,2018,$5.95,Murray Darling,,,
p011043,Châteauneuf-du-Pape Rouge 2016,Château de Nalys,Red Wine,2016,$66.0,Châteauneuf-du-Pape,,,
p011044,Solaris Chorb Rheinau 2018,Staatskellerei Zürich,White Wine,2018,$22.91,Zürich,,,
p011045,Heideboden Rot 2017,Claus Preisinger,Red Wine,2017,$15.75,Burgenland,,,
p011046,Wehlener Sonnenuhr Riesling Spätlese 2016,Joh. Jos. Prüm,White Wine,2016,$30.47,Wehlen,,,
p011047,Saint-Julien (Grand Cru Classé) 2012,Château Léoville Las Cases,Red Wine,2012,$155.48,Saint-Julien,,,
p011048,Circumstance Cabernet Franc 2015,Waterkloof,Red Wine,2015,$21.9,Stellenbosch,,,
p011049,Aconcagua Costa Sauvignon Blanc 2017,Errazuriz,White Wine,2017,$16.08,Aconcagua Valley,,,
p011050,Pauillac (Grand Cru Classé) 2016,Château d'Armailhac,Red Wine,2016,$81.58,Pauillac,,,
p011051,Pla de la Creu Negre 2016,Rosell Mir,Red Wine,2016,$5.95,Catalunya,,,
p011052,Live Brune S Prosecco Treviso Extra Dry N.V.,Maschio,Sparkling Wine,N.V.,$8.63,Prosecco di Treviso,,,
p011053,Free Run Sauvignon Blanc 2018,Flagstone,White Wine,2018,$14.95,Western Cape,,,
p011054,Cabernet Sauvignon 2013,Sutherland,Red Wine,2013,$16.95,Elgin,,,
p011055,Condrieu Le Grand Vallon 2017,Francois Villard,White Wine,2017,$40.9,Condrieu,,,
p011056,Gewürztraminer Alsace Signature 2018,Wolfberger,White Wine,2018,$9.13,Alsace,,,
p011057,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,Château Trotte Vieille,Red Wine,2011,$70.19,Saint-Émilion Grand Cru,,,
p011058,G 2015,Gesellmann,Red Wine,2015,$68.14,Mittelburgenland,,,
p011059,Clos de la Bergerie 2014,Nicolas Joly,White Wine,2014,$47.9,Savennières-Roche-aux-Moines,,,
p011060,Halgans Riesling Trocken 2018,Emrich-Schönleber,White Wine,2018,$20.84,Nahe,,,
p011061,Pauillac (Grand Cru Classé) 2014,Château d'Armailhac,Red Wine,2014,$94.8,Pauillac,,,
p011062,Blaufränkisch 2018,Krutzler,Red Wine,2018,$11.95,Burgenland,,,
p011063,Barbera d’Alba Vigna Martina 2014,Elio Grasso,Red Wine,2014,$33.89,Barbera d'Alba,,,
p011064,Margaux (Grand Cru Classé) 2015,Château Marquis d'Alesme,Red Wine,2015,$56.95,Margaux,,,
p011065,Portillo Malbec 2019,Salentein,Red Wine,2019,$7.5,Tunuyán,,,
p011066,Garnatxa 2015,Segura Viudas,Red Wine,2015,$6.99,Catalunya,,,
p011067,Primo Bianco 2018,Mesa,White Wine,2018,$8.5,Vermentino di Sardegna,,,
p011068,Tintilla 2014,Atlántida,Red Wine,2014,$29.61,Cádiz,,,
p011069,Beaune du Château Premier Cru Blanc 2016,Bouchard Père & Fils,White Wine,2016,$38.56,Beaune Premier Cru,,,
p011070,Montiano 2015,Falesco,Red Wine,2015,$37.5,Lazio,,,
p011071,Visionaire 2014,Holden Manz,Red Wine,2014,$14.5,Franschhoek,,,
p011072,Pessac-Léognan (Grand Cru Classé de Graves) 2012,Château La Mission Haut-Brion,Red Wine,2012,$258.3,Pessac-Léognan,,,
p011073,Bianco Passivento 2018,Barone Montalto,White Wine,2018,$8.29,Terre Siciliane,,,
p011074,Terre Brune Superiore Carignano del Sulcis 2015,Santadi,Red Wine,2015,$36.45,Carignano del Sulcis,,,
p011075,Vino Nobile di Montepulciano 2012,Contucci,Red Wine,2012,$23.68,Vino Nobile di Montepulciano,,,
p011076,Barolo 2013,Elio Altare,Red Wine,2013,$60.63,Barolo,,,
p011077,Amarone della Valpolicella Classico di Carlo 2010,Lenotti,Red Wine,2010,$38.94,Amarone della Valpolicella Classico,,,
p011078,Campania Aglianico 2016,Rocca del Dragone,Red Wine,2016,$8.95,Campania,,,
p011079,Amico Filò N.V.,Paladin,Sparkling Wine,N.V.,$6.21,delle Venezie,,,
p011080,Zephyrus Shiraz 2017,Sons of Eden,Red Wine,2017,$31.19,Barossa,,,
p011081,Cherub (Syrah) Rosé 2019,Montes,Rose,2019,$8.49,Colchagua Valley,,,
p011082,Salice Salentino Liante 2016,Castello Monaci,Red Wine,2016,$6.95,Salice Salentino,,,
p011083,Organic Viognier - Verdil 2018,Neleman,White Wine,2018,$6.49,Valencia,,,
p011084,Toscana Rosso 2015,Altesino,Red Wine,2015,$11.0,Toscana,,,
p011085,Rosso Piceno Superiore Campo Delle Mura 2006,Moncaro,Red Wine,2006,$17.45,Rosso Piceno,,,
p011086,Fass 4 2019,Bernhard Ott,White Wine,2019,$15.8,Wagram,,,
p011087,Chardonnay Castel del Monte Pietrabianca 2018,Tormaresca,White Wine,2018,$19.29,Castel del Monte,,,
p011088,Pinot Noir 2015,Main Divide,Red Wine,2015,$21.5,Waipara,,,
p011089,Fleur de Mer Rosé 2019,Les Maitres Vignerons de la Presqu'ile de Saint-Tropez,Rose,2019,$8.6,Côtes de Provence,,,
p011090,Comte de Sénéjac Haut-Médoc 2011,Château Sénéjac,Red Wine,2011,$16.83,Haut-Médoc,,,
p011091,Fehérburgundi 2017,Weninger,White Wine,2017,$11.02,Sopron,,,
p011092,Alandra Branco 2018,Esporão,White Wine,2018,$4.75,Alentejano,,,
p011093,Villa Mura Chardonnay 2018,Sartori,White Wine,2018,$4.57,Veneto,,,
p011094,Poggio alle Mura Brunello di Montalcino 2013,Banfi,Red Wine,2013,$39.9,Brunello di Montalcino,,,
p011095,Pure Malbec 2019,Trapiche,Red Wine,2019,$9.45,Uco Valley,,,
p011096,Rubio 2017,Poggio San Polo,Red Wine,2017,$11.21,Toscana,,,
p011097,Gabarinza 2012,Heinrich,Red Wine,2012,$39.95,Burgenland,,,
p011098,Steinbuckel Riesling GG 2015,Knipser,White Wine,2015,$31.19,Pfalz,,,
p011099,Bicentenaire Vieilles Vignes Corbières 2014,Château Etang des Colombes,Red Wine,2014,$8.24,Corbières,,,
p011100,Rubizzo Toscana 2016,Rocca delle Macìe,Red Wine,2016,$8.19,Toscana,,,
p011101,Terre de Feu Costières-de-Nîmes 2015,Château Mourgues du Grès,Red Wine,2015,$14.9,Costières-de-Nîmes,,,
p011102,Rosso di Montalcino 2016,Tenute Silvio Nardi,Red Wine,2016,$14.52,Rosso di Montalcino,,,
p011103,Corbières Domaine Georges Bertrand 2017,Gérard Bertrand,Red Wine,2017,$10.42,Corbières,,,
p011104,Corton Clos des Cortons Faiveley Grand Cru (Monopole) 1995,Faiveley,Red Wine,1995,$149.0,Corton Grand Cru,,,
p011105,Ribera del Duero Rosae 2018,Arzuaga,Rose,2018,$12.0,Ribera del Duero,,,
p011106,Grande Réserve Brut Champagne Grand Cru N.V.,André Roger,Sparkling Wine,N.V.,$35.81,Champagne Grand Cru,,,
p011107,Sedàra 2017,Donnafugata,Red Wine,2017,$7.45,Sicilia,,,
p011108,Castel Firmian Lagrein Riserva 2016,Mezzacorona,Red Wine,2016,$10.91,Trentino,,,
p011109,Blason d'Aussières Corbières 2018,Château d’Aussières,Red Wine,2018,$12.9,Corbières,,,
p011110,Otazu Tempranillo Rosé 2018,Bodega Otazu,Rose,2018,$8.45,Navarra,,,
p011111,Médoc 2016,Château Bourbon La Chapelle,Red Wine,2016,$10.9,Médoc,,,
p011112,Le Stanze Toscana 2016,Poliziano,Red Wine,2016,$39.5,Toscana,,,
p011113,Imperio LXXIV Primitivo di Manduria 2018,Feudo Croce,Red Wine,2018,$21.95,Primitivo di Manduria,,,
p011114,Aglianico 2018,Epicuro,Red Wine,2018,$6.5,Puglia,,,
p011115,Crozes Hermitage Domaine Mule Blanche 2016,Paul Jaboulet Aîné,White Wine,2016,$38.68,Crozes-Hermitage,,,
p011116,Haut-Médoc (Grand Cru Classé) 2016,Château de Camensac,Red Wine,2016,$56.6,Haut-Médoc,,,
p011117,Barbera d'Alba Sovrana 2017,Batasiolo,Red Wine,2017,$8.89,Barbera d'Alba,,,
p011118,Reserva 2015,Monte Ducay,Red Wine,2015,$7.2,Cariñena,,,
p011119,Saint-Émilion Grand Cru 2012,Clos Dubreuil,Red Wine,2012,$77.01,Saint-Émilion Grand Cru,,,
p011120,Single Vineyard Malbec 2016,Antonio Mas,Red Wine,2016,$12.55,Uco Valley,,,
p011121,Qvinterra Scheurebe Trocken 2018,Kühling-Gillot,White Wine,2018,$10.7,Rheinhessen,,,
p011122,Elgin Pinot Noir 2016,Boschendal,Red Wine,2016,$33.99,Elgin,,,
p011123,Fourchaume Chablis Premier Cru 2018,Domaine Nathalie et Gilles Fevre,White Wine,2018,$27.9,Chablis Premier Cru,,,
p011124,Cabernet 2012,Enate,Red Wine,2012,$35.57,Somontano,,,
p011125,Chardonnay 2018,Canyon Road,White Wine,2018,$6.21,California,,,
p011126,Russian River Valley Pinot Noir 2015,DeLoach,Red Wine,2015,$35.99,Russian River Valley,,,
p011127,Aromes de Pavie Saint-Émilion Grand Cru 2010,Château Pavie,Red Wine,2010,$398.6,Saint-Émilion Grand Cru,,,
p011128,Sauvignon Blanc 2019,Constantia Glen,White Wine,2019,$12.9,Constantia,,,
p011129,Steytler Pinotage 2017,Kaapzicht,Red Wine,2017,$51.58,Stellenbosch,,,
p011130,Negroamaro I Muri 2018,Vigneti del Salento,Red Wine,2018,$4.95,Puglia,,,
p011131,Clos Badon Thunevin Saint-Émilion Grand Cru 2016,Thunevin,Red Wine,2016,$42.89,Saint-Émilion Grand Cru,,,
p011132,Chablis 2017,Domaine Jean Collet,White Wine,2017,$15.5,Chablis,,,
p011133,Brut Classique N.V.,L'Ormarins,Sparkling Wine,N.V.,$17.49,Stellenbosch,,,
p011134,Langhe Nebbiolo 2017,La Spinetta,Red Wine,2017,$18.03,Langhe,,,
p011135,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,Château Trotte Vieille,Red Wine,2012,$70.19,Saint-Émilion Grand Cru,,,
p011136,Pinot Grigio Veneto Rosé 2019,Torresella,Rose,2019,$6.77,Veneto,,,
p011137,Chardonnay 2018,Barista,White Wine,2018,$8.5,Western Cape,,,
p011138,Bobal 2016,Cerro Gallina,Red Wine,2016,$18.52,Utiel-Requena,,,
p011139,Venezia Giulia Cabernet Sauvignon 2017,Lis Neris,Red Wine,2017,$20.95,Venezia Giulia,,,
p011140,Eins Zu Eins Gewürztraminer 2018,Weingut A. Diehl,White Wine,2018,$6.8,Pfalz,,,
p011141,Diamond Collection Zinfandel (Red Label) 2016,Francis Ford Coppola,Red Wine,2016,$21.39,Napa Valley,,,
p011142,Bianco di Custoza Superiore Cà del Magro 2018,Monte del Frá,White Wine,2018,$9.6,Bianco di Custoza,,,
p011143,Unoaked Chardonnay 2019,Domaine Bousquet,White Wine,2019,$7.32,Tupungato,,,
p011144,Γουμένισσα (Goumenissa) 2015,Chatzivaritis Estate,Red Wine,2015,$20.0,Goumenissa,,,
p011145,Pink 2019,Weingut Metzger,Rose,2019,$6.29,Pfalz,,,
p011146,Barrica Monastrell - Syrah 2018,Vermador,Red Wine,2018,$6.65,Valencia,,,
p011147,Pouilly-Fumé 2018,Langlois-Chateau,White Wine,2018,$19.9,Pouilly-Fumé,,,
p011148,Moi Primitivo Puglia 2017,Varvaglione,Red Wine,2017,$5.9,Puglia,,,
p011149,Viña Esmeralda Rosado 2019,Torres,Rose,2019,$7.4,Catalunya,,,
p011150,Chianti Classico 2016,Castello di Gabbiano,Red Wine,2016,$11.95,Chianti Classico,,,
p011151,Cabernet Sauvignon 2017,Woodbridge by Robert Mondavi,Red Wine,2017,$7.9,California,,,
p011152,Teroldego Rotaliano Superiore Riserva 2012,Lidl,Red Wine,2012,$13.6,Teroldego Rotaliano,,,
p011153,The Long Walk Cabernet Sauvignon 2019,Footprint,Red Wine,2019,$7.25,Western Cape,,,
p011154,Terroir du Trias Bandol Rouge 2010,Domaine de Terrebrune,Red Wine,2010,$55.9,Bandol,,,
p011155,Clos St. Antonin Côtes-du-Rhône 2017,Domaine de la Janasse,Red Wine,2017,$10.9,Côtes-du-Rhône,,,
p011156,Belpasso Rosso 2017,Allegrini,Red Wine,2017,$8.4,Veneto,,,
p011157,Viñas Viejas Rosado 2017,Marqués de Riscal,Rose,2017,$33.99,Castilla y León,,,
p011158,Cabernet Sauvignon 2017,Intriga,Red Wine,2017,$14.89,Maipo Valley,,,
p011159,Pierre Brut N.V.,Dr. Von Bassermann-Jordan,Sparkling Wine,N.V.,$21.9,Pfalz,,,
p011160,Jacobus Riesling Trocken 2018,Peter Jakob Kühn,White Wine,2018,$12.18,Rheingau,,,
p011161,Single Vineyard Tinto 2014,Quinta de Quercus,Red Wine,2014,$31.96,La Mancha,,,
p011162,Russiz Superiore Degli Orzoni Riserva Rosso Collio 2011,Marco Felluga,Red Wine,2011,$43.0,Collio,,,
p011163,Steirische Klassik Weissburgunder 2018,Weingut Erich & Walter Polz,White Wine,2018,$13.8,Südsteiermark,,,
p011164,One Point Five Cabernet Sauvignon 2016,Shafer,Red Wine,2016,$120.01,Stags Leap District,,,
p011165,Le Olle Bardolino Superiore Classico 2017,Lenotti,Red Wine,2017,$10.19,Bardolino Superiore,,,
p011166,Castillo Ygay Gran Reserva Especial Tinto 2010,Marqués de Murrieta,Red Wine,2010,$98.95,Rioja,,,
p011167,Grans Muralles 2015,Torres,Red Wine,2015,$86.33,Conca de Barberà,,,
p011168,Corton Grand Cru Pougets 2016,Louis Jadot,Red Wine,2016,$96.03,Corton Grand Cru,,,
p011169,Grange 2009,Penfolds,Red Wine,2009,$730.12,South Australia,,,
p011170,Côtes-du-Rhône Rosé 2018,E. Guigal,Rose,2018,$13.04,Côtes-du-Rhône,,,
p011171,Villa Antinori Toscana Bianco 2019,Antinori,White Wine,2019,$8.68,Toscana,,,
p011172,Conde de Valdemar Gran Reserva 2010,Bodegas Valdemar,Red Wine,2010,$18.79,Rioja,,,
p011173,Maximin Herrenberg 1896 Riesling Alte Reben 2018,Carl Loewen,White Wine,2018,$22.23,Mosel,,,
p011174,Rubin Carnuntum 2018,Markowitsch,Red Wine,2018,$11.02,Carnuntum,,,
p011175,Bourgogne Couvent des Jacobins Pinot Noir 2018,Louis Jadot,Red Wine,2018,$16.48,Bourgogne,,,
p011176,Pinot Noir 2018,Maison de La Villette,Red Wine,2018,$6.39,Vin de France,,,
p011177,Conde de Valdemar Finca Alto Cantabria 2017,Bodegas Valdemar,White Wine,2017,$12.99,Rioja,,,
p011178,Cuvée Katharina Brut N.V.,Raumland,Sparkling Wine,N.V.,$23.19,Rheinhessen,,,
p011179,Terra Incognita 2014,Bodegas Vilano,Red Wine,2014,$29.9,Ribera del Duero,,,
p011180,Cumal Prieto Picudo 2015,Dominio Dostares,Red Wine,2015,$25.92,Bierzo,,,
p011181,G22 Blanc 2016,Gorka Izagirre,White Wine,2016,$13.99,Bizkaiko Txakolina,,,
p011182,Brut Rosé N.V.,Canella,Sparkling Wine,N.V.,$12.19,Veneto,,,
p011183,Barolo 2016,Pio Cesare,Red Wine,2016,$57.23,Barolo,,,
p011184,Privat Trocken N.V.,Ohlig Sekt,Sparkling Wine,N.V.,$6.81,Rheingau,,,
p011185,Escheburg 2011,Immich-Batterieberg,White Wine,2011,$16.47,Mosel,,,
p011186,Vinha da Francisca Douro 2015,Vale D. Maria,Red Wine,2015,$61.81,Douro,,,
p011187,Lightly Sparkling - Sauvignon Blanc 2017,Villa Maria,Sparkling Wine,2017,$10.99,Marlborough,,,
p011188,Beyer Ranch Zinfandel 2014,Wente,Red Wine,2014,$14.29,Livermore Valley,,,
p011189,Cameron Vale Cabernet Sauvignon 2016,Grant Burge,Red Wine,2016,$17.45,Barossa,,,
p011190,Pura Fe Cabernet Sauvignon 2017,Antiyal,Red Wine,2017,$16.95,Maipo Valley,,,
p011191,Donna Cora Spumante 2011,Antinori,Sparkling Wine,2011,$41.29,Toscana,,,
p011192,Cuvée Nicolas François Billecart Brut Champagne 2006,Billecart-Salmon,Sparkling Wine,2006,$144.27,Champagne,,,
p011193,Friponne Rosé 2019,Saint Roux,Rose,2019,$9.07,Maures,,,
p011194,Bonera 2018,Mandrarossa,Red Wine,2018,$9.5,Terre Siciliane,,,
p011195,Indaco 2015,Tenuta dei Sette Cieli,Red Wine,2015,$39.5,Toscana,,,
p011196,Cuvée 28+ Rosé N.V.,Rotari,Sparkling Wine,N.V.,$12.5,Trento,,,
p011197,Ali Toscana Sangiovese 2018,Donna Laura,Red Wine,2018,$7.95,Toscana,,,
p011198,Shamaris (Grillo) 2019,Cusumano,White Wine,2019,$7.7,Sicilia,,,
p011199,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,Château Quinault l'Enclos,Red Wine,2005,$56.95,Saint-Émilion Grand Cru,,,
p011200,Turtur 2017,Schneider,Red Wine,2017,$13.84,Pfalz,,,
p011201,Fashion Victim Moscato Rosé N.V.,Astoria,Sparkling Wine,N.V.,$8.9,Veneto,,,
p011202,Montsant Auditori 2016,Acustic Celler,Red Wine,2016,$45.0,Montsant,,,
p011203,Single Vineyard I Comunali Amarone della Valpolicella Classico 2015,Villalta,Red Wine,2015,$29.9,Amarone della Valpolicella Classico,,,
p011204,Trebbiano Spoletino Trebium 2018,Antonelli San Marco,White Wine,2018,$14.5,Umbria,,,
